Date,Vitesse du vent moyen 10 mn,Humidité,Variation de pression en 24 heures,Précipitations dans les 24 dernières heures,Température (°C),BONAP:NO2
2022-02-13 22:00:00,6.0,63,-1860.0,0.0,12.200000000000044,22.1
2022-02-14 01:00:00,5.0,74,-1960.0,0.2,10.600000000000025,12.2
2022-02-14 04:00:00,10.4,73,-1850.0,0.2,11.700000000000044,7.7
2022-02-14 07:00:00,5.2,84,-1360.0,0.4,7.800000000000011,45.8
2022-02-14 10:00:00,4.5,83,-950.0,0.4,8.5,54.5
2022-02-14 13:00:00,6.5,66,-530.0,0.4,10.600000000000025,33.1
2022-02-14 16:00:00,5.1,76,-160.0,0.6,9.0,40.0
2022-02-14 19:00:00,2.4,86,170.0,5.0,7.600000000000023,50.1
2022-02-14 22:00:00,4.1,92,620.0,5.0,5.5,27.5
2022-02-15 01:00:00,4.1,91,1030.0,4.8,6.2000000000000455,13.0
2022-02-15 04:00:00,4.4,90,1340.0,4.8,6.2000000000000455,10.9
2022-02-15 07:00:00,2.7,93,1270.0,4.6,4.300000000000011,46.3
2022-02-15 10:00:00,4.4,86,1220.0,4.6,6.0,56.9
2022-02-15 13:00:00,6.8,71,1120.0,4.6,10.0,
2022-02-15 16:00:00,6.0,82,1010.0,4.4,9.100000000000025,39.4
2022-02-15 19:00:00,6.6,91,720.0,-0.1,8.800000000000011,36.2
2022-02-15 22:00:00,7.5,92,290.0,-0.1,8.900000000000034,19.4
2022-02-16 01:00:00,6.7,93,-130.0,0.4,8.900000000000034,12.4
2022-02-16 04:00:00,5.8,96,-590.0,2.0,9.100000000000025,12.1
2022-02-16 07:00:00,6.0,96,-950.0,4.4,10.600000000000025,34.0
2022-02-16 10:00:00,7.6,93,-1040.0,4.4,12.200000000000044,48.3
2022-02-16 13:00:00,7.9,85,-890.0,4.4,14.100000000000025,40.3
2022-02-16 16:00:00,8.0,82,-760.0,4.6,14.600000000000025,29.4
2022-02-16 19:00:00,8.9,94,-580.0,4.6,13.100000000000025,26.5
2022-02-16 22:00:00,10.3,87,-440.0,4.6,13.300000000000011,12.9
2022-02-17 01:00:00,8.4,90,-200.0,4.2,13.0,9.6
2022-02-17 04:00:00,8.6,73,270.0,2.8,12.5,5.0
2022-02-17 07:00:00,7.2,68,690.0,0.4,11.200000000000044,32.4
2022-02-17 10:00:00,8.2,67,860.0,0.4,10.900000000000034,39.6
2022-02-17 13:00:00,7.9,55,920.0,0.4,12.400000000000034,16.2
2022-02-17 16:00:00,7.1,47,940.0,0.2,13.900000000000034,25.7
2022-02-17 19:00:00,3.3,58,940.0,0.2,11.700000000000044,55.3
2022-02-17 22:00:00,2.5,71,870.0,0.2,10.300000000000011,38.5
2022-02-18 01:00:00,3.1,77,620.0,0.2,9.800000000000011,21.9
2022-02-18 04:00:00,5.1,99,20.0,0.4,10.700000000000044,14.1
2022-02-18 07:00:00,7.1,91,-550.0,0.4,11.400000000000034,28.3
2022-02-18 10:00:00,10.9,85,-1040.0,0.4,11.900000000000034,31.9
2022-02-18 13:00:00,9.4,94,-1290.0,0.8,11.5,27.2
2022-02-18 16:00:00,10.1,64,-1000.0,1.6,10.800000000000011,21.3
2022-02-18 19:00:00,7.2,58,-580.0,1.6,8.900000000000034,35.1
2022-02-18 22:00:00,7.4,67,-190.0,1.6,6.900000000000034,18.1
2022-02-19 01:00:00,6.9,67,240.0,1.6,5.7000000000000455,13.1
2022-02-19 04:00:00,3.8,79,770.0,1.2,4.0,11.8
2022-02-19 07:00:00,3.0,84,1190.0,1.2,2.700000000000045,35.6
2022-02-19 10:00:00,4.9,77,1600.0,1.2,4.900000000000034,33.6
2022-02-19 13:00:00,6.8,60,1600.0,0.8,9.0,21.1
2022-02-19 16:00:00,7.4,52,1110.0,0.0,9.900000000000034,32.1
2022-02-19 19:00:00,8.2,63,560.0,-0.1,8.900000000000034,27.0
2022-02-19 22:00:00,7.6,67,340.0,-0.1,9.0,19.7
2022-02-20 01:00:00,5.2,85,200.0,-0.1,8.300000000000011,21.1
2022-02-20 04:00:00,5.3,88,90.0,-0.1,8.5,15.0
2022-02-20 07:00:00,4.5,90,-120.0,-0.1,8.300000000000011,15.6
2022-02-20 10:00:00,5.6,84,-280.0,-0.1,10.100000000000025,15.5
2022-02-20 13:00:00,7.5,76,-290.0,-0.1,12.300000000000011,23.6
2022-02-20 16:00:00,8.4,70,-370.0,-0.1,12.600000000000025,18.4
2022-02-20 19:00:00,9.1,74,-470.0,-0.1,11.900000000000034,16.0
2022-02-20 22:00:00,11.2,75,-900.0,-0.1,11.700000000000044,9.9
2022-02-21 01:00:00,12.3,68,-920.0,3.0,9.900000000000034,5.3
2022-02-21 04:00:00,7.1,67,-700.0,3.0,7.0,7.8
2022-02-21 07:00:00,9.0,74,-610.0,3.0,6.100000000000023,22.1
2022-02-21 10:00:00,7.7,73,-490.0,3.0,7.100000000000023,25.9
2022-02-21 13:00:00,11.4,58,-370.0,3.0,10.300000000000011,15.8
2022-02-21 16:00:00,9.2,61,70.0,3.0,9.800000000000011,21.2
2022-02-21 19:00:00,8.0,65,620.0,3.0,9.800000000000011,22.5
2022-02-21 22:00:00,6.8,71,1290.0,3.0,9.200000000000044,15.7
2022-02-22 01:00:00,5.1,81,1410.0,-0.1,7.2000000000000455,12.9
2022-02-22 04:00:00,5.3,89,1280.0,-0.1,5.5,12.8
2022-02-22 07:00:00,3.1,88,1290.0,-0.1,5.7000000000000455,48.8
2022-02-22 10:00:00,4.0,90,1130.0,-0.1,6.900000000000034,47.7
2022-02-22 13:00:00,5.7,90,1070.0,-0.1,9.600000000000025,40.2
2022-02-22 16:00:00,6.1,83,800.0,-0.1,11.300000000000011,39.1
2022-02-22 19:00:00,4.3,84,460.0,-0.1,11.300000000000011,34.8
2022-02-22 22:00:00,3.5,93,320.0,0.6,9.5,19.7
2022-02-23 01:00:00,3.3,91,270.0,0.8,9.100000000000025,15.7
2022-02-23 04:00:00,3.8,96,220.0,0.8,5.7000000000000455,15.7
2022-02-23 07:00:00,1.0,97,230.0,0.8,3.400000000000034,66.1
2022-02-23 10:00:00,1.9,97,330.0,0.8,7.400000000000034,76.0
2022-02-23 13:00:00,3.7,61,220.0,0.8,11.100000000000025,45.2
2022-02-23 16:00:00,2.9,60,30.0,0.8,11.100000000000025,54.7
2022-02-23 19:00:00,1.6,63,-70.0,0.8,10.800000000000011,55.1
2022-02-23 22:00:00,2.5,69,-380.0,0.2,10.300000000000011,43.2
2022-02-24 01:00:00,1.2,80,-720.0,0.0,9.600000000000025,34.5
2022-02-24 04:00:00,2.2,94,-960.0,0.2,8.5,16.1
2022-02-24 07:00:00,3.9,85,-1130.0,0.2,7.800000000000011,46.4
2022-02-24 10:00:00,5.1,74,-1250.0,0.4,8.400000000000034,47.5
2022-02-24 13:00:00,10.4,66,-1190.0,0.4,11.700000000000044,26.2
2022-02-24 16:00:00,6.8,82,-730.0,2.2,7.0,23.0
2022-02-24 19:00:00,6.0,64,-320.0,2.2,6.300000000000011,27.5
2022-02-24 22:00:00,5.2,66,90.0,2.2,4.600000000000023,25.3
2022-02-25 01:00:00,3.1,76,450.0,2.2,3.400000000000034,14.7
2022-02-25 04:00:00,3.6,84,720.0,2.0,2.1000000000000227,14.0
2022-02-25 07:00:00,3.4,88,980.0,2.0,1.7000000000000457,47.0
2022-02-25 10:00:00,3.8,78,1190.0,1.8,5.400000000000034,37.5
2022-02-25 13:00:00,6.2,60,1390.0,1.8,9.800000000000011,22.6
2022-02-25 16:00:00,5.5,52,1260.0,0.4,10.200000000000044,26.6
2022-02-25 19:00:00,3.0,58,1100.0,0.4,7.300000000000011,45.6
2022-02-25 22:00:00,2.0,71,1000.0,0.4,4.900000000000034,45.9
2022-02-26 01:00:00,1.5,81,910.0,0.4,3.900000000000034,70.3
2022-02-26 04:00:00,0.0,93,840.0,0.4,0.3000000000000113,55.3
2022-02-26 07:00:00,1.0,97,710.0,0.4,-0.8999999999999773,62.9
2022-02-26 10:00:00,3.2,81,580.0,0.4,4.300000000000011,35.2
2022-02-26 13:00:00,5.9,56,360.0,0.4,8.200000000000045,19.1
2022-02-26 16:00:00,7.2,44,60.0,0.0,9.200000000000044,23.3
2022-02-26 19:00:00,5.2,57,-200.0,0.0,6.800000000000011,44.0
2022-02-26 22:00:00,5.3,68,-490.0,0.0,4.300000000000011,30.0
2022-02-27 01:00:00,2.9,70,-620.0,0.0,3.1000000000000227,23.0
2022-02-27 04:00:00,2.9,76,-680.0,0.0,1.400000000000034,18.0
2022-02-27 07:00:00,2.3,78,-710.0,0.0,0.3000000000000113,25.1
2022-02-27 10:00:00,4.8,62,-720.0,0.0,3.6000000000000227,16.2
2022-02-27 13:00:00,4.9,52,-630.0,0.0,7.100000000000023,16.7
2022-02-27 16:00:00,4.6,49,-400.0,0.0,9.400000000000034,29.3
2022-02-27 19:00:00,2.9,54,-240.0,0.0,7.5,45.3
2022-02-27 22:00:00,1.8,66,-50.0,0.0,3.300000000000012,62.8
2022-02-28 01:00:00,0.0,66,80.0,0.0,2.700000000000045,35.6
2022-02-28 04:00:00,0.7,73,140.0,0.0,1.6000000000000227,32.1
2022-02-28 07:00:00,1.2,82,210.0,0.0,-1.599999999999966,71.5
2022-02-28 10:00:00,2.6,67,220.0,0.0,3.8000000000000114,49.7
2022-02-28 13:00:00,0.8,45,260.0,0.0,9.900000000000034,43.0
2022-02-28 16:00:00,1.8,34,180.0,0.0,11.700000000000044,56.8
2022-02-28 19:00:00,2.2,51,140.0,0.0,7.800000000000011,80.6
2022-02-28 22:00:00,0.9,60,100.0,0.0,5.900000000000034,68.5
2022-03-01 01:00:00,1.1,78,-40.0,0.0,3.0,53.4
2022-03-01 04:00:00,0.8,85,-80.0,0.0,1.8000000000000114,64.5
2022-03-01 07:00:00,0.6,84,-150.0,0.0,2.0,73.0
2022-03-01 10:00:00,1.6,72,-130.0,0.0,4.900000000000034,79.8
2022-03-01 13:00:00,2.1,49,-210.0,0.0,11.600000000000025,
2022-03-01 16:00:00,1.3,43,-220.0,0.0,12.600000000000025,70.3
2022-03-01 19:00:00,2.9,55,-270.0,0.0,10.800000000000011,52.9
2022-03-01 22:00:00,2.7,66,-360.0,-0.1,7.700000000000045,45.3
2022-03-02 01:00:00,1.9,66,-380.0,-0.1,6.800000000000011,32.9
2022-03-02 04:00:00,1.2,68,-490.0,-0.1,6.0,39.2
2022-03-02 07:00:00,2.4,66,-570.0,-0.1,5.600000000000023,55.5
2022-03-02 10:00:00,1.9,65,-610.0,-0.1,6.7000000000000455,70.8
2022-03-02 13:00:00,2.3,53,-680.0,-0.1,10.700000000000044,64.3
2022-03-02 16:00:00,1.9,55,-610.0,-0.1,11.900000000000034,59.3
2022-03-02 19:00:00,1.6,58,-570.0,-0.1,10.100000000000025,72.7
2022-03-02 22:00:00,0.6,71,-550.0,0.0,7.800000000000011,81.9
2022-03-03 01:00:00,1.2,85,-540.0,0.0,5.600000000000023,73.1
2022-03-03 04:00:00,0.7,83,-450.0,0.0,7.2000000000000455,61.4
2022-03-03 07:00:00,1.2,91,-450.0,0.0,7.400000000000034,55.3
2022-03-03 10:00:00,2.3,90,-450.0,0.0,9.100000000000025,62.4
2022-03-03 13:00:00,3.0,78,-360.0,0.0,11.800000000000011,43.3
2022-03-03 16:00:00,3.5,72,-340.0,0.0,12.700000000000044,48.4
2022-03-03 19:00:00,0.9,67,-320.0,0.0,10.800000000000011,84.9
2022-03-03 22:00:00,1.6,85,-230.0,0.0,9.800000000000011,72.8
2022-03-04 01:00:00,0.6,91,-110.0,0.0,6.5,71.9
2022-03-04 04:00:00,2.4,95,-80.0,0.0,6.5,63.0
2022-03-04 07:00:00,0.9,95,100.0,0.0,7.5,67.7
2022-03-04 10:00:00,0.9,87,220.0,0.0,8.700000000000045,73.8
2022-03-04 13:00:00,2.1,77,250.0,0.0,11.5,65.5
2022-03-04 16:00:00,3.4,71,250.0,0.0,12.0,33.7
2022-03-04 19:00:00,3.2,84,300.0,0.0,9.900000000000034,35.2
2022-03-04 22:00:00,4.3,85,270.0,0.0,8.700000000000045,27.8
2022-03-05 01:00:00,2.7,89,200.0,0.0,7.900000000000034,29.8
2022-03-05 04:00:00,1.3,92,190.0,0.0,6.7000000000000455,28.9
2022-03-05 07:00:00,1.2,94,160.0,0.0,5.900000000000034,34.0
2022-03-05 10:00:00,0.7,71,110.0,0.0,7.400000000000034,54.6
2022-03-05 13:00:00,2.4,38,110.0,0.0,12.100000000000025,33.7
2022-03-05 16:00:00,4.7,43,40.0,0.0,12.600000000000025,33.1
2022-03-05 19:00:00,3.6,56,30.0,0.0,8.400000000000034,45.2
2022-03-05 22:00:00,3.0,77,90.0,0.0,7.5,43.5
2022-03-06 01:00:00,3.0,93,150.0,0.0,5.5,38.9
2022-03-06 04:00:00,3.2,86,180.0,0.0,3.300000000000012,39.1
2022-03-06 07:00:00,3.7,91,240.0,0.0,1.400000000000034,36.6
2022-03-06 10:00:00,4.1,79,300.0,0.0,3.300000000000012,37.3
2022-03-06 13:00:00,8.3,44,310.0,0.0,7.5,23.9
2022-03-06 16:00:00,6.6,39,340.0,0.0,8.300000000000011,26.5
2022-03-06 19:00:00,5.4,42,320.0,0.0,6.5,43.8
2022-03-06 22:00:00,5.9,57,320.0,0.0,4.2000000000000455,35.6
2022-03-07 01:00:00,5.8,65,250.0,0.0,2.400000000000034,24.4
2022-03-07 04:00:00,4.7,72,190.0,0.0,0.6000000000000227,22.0
2022-03-07 07:00:00,5.0,76,110.0,0.0,-0.5999999999999659,56.1
2022-03-07 10:00:00,5.5,56,-50.0,0.0,2.800000000000012,35.7
2022-03-07 13:00:00,6.7,48,-160.0,0.0,5.400000000000034,22.1
2022-03-07 16:00:00,6.8,45,-260.0,0.0,6.600000000000023,27.3
2022-03-07 19:00:00,4.8,50,-320.0,0.0,4.7000000000000455,39.5
2022-03-07 22:00:00,5.4,52,-460.0,0.0,3.1000000000000227,33.6
2022-03-08 01:00:00,2.1,60,-500.0,0.0,1.5,26.6
2022-03-08 04:00:00,2.3,67,-540.0,0.0,-0.0999999999999659,23.8
2022-03-08 07:00:00,2.2,70,-600.0,0.0,-0.6999999999999886,65.5
2022-03-08 10:00:00,3.1,59,-530.0,0.0,3.300000000000012,54.7
2022-03-08 13:00:00,3.7,47,-500.0,0.0,9.700000000000044,45.5
2022-03-08 16:00:00,4.3,43,-300.0,0.0,12.300000000000011,40.8
2022-03-08 19:00:00,2.5,49,-180.0,0.0,10.0,76.4
2022-03-08 22:00:00,1.2,57,-50.0,0.0,7.300000000000011,69.7
2022-03-09 01:00:00,0.0,60,150.0,0.0,5.7000000000000455,54.6
2022-03-09 04:00:00,0.0,77,280.0,0.0,3.5,77.5
2022-03-09 07:00:00,2.5,84,410.0,0.0,2.6000000000000227,73.3
2022-03-09 10:00:00,3.1,83,460.0,0.0,7.0,56.1
2022-03-09 13:00:00,3.4,62,460.0,0.0,13.5,28.0
2022-03-09 16:00:00,5.7,51,300.0,0.0,15.200000000000044,29.2
2022-03-09 19:00:00,2.6,58,270.0,0.0,12.600000000000025,67.2
2022-03-09 22:00:00,0.8,64,230.0,0.0,8.900000000000034,67.1
2022-03-10 01:00:00,0.6,68,100.0,0.0,7.300000000000011,56.6
2022-03-10 04:00:00,0.0,71,90.0,0.0,5.5,40.1
2022-03-10 07:00:00,0.7,80,30.0,0.0,4.2000000000000455,69.7
2022-03-10 10:00:00,2.6,65,-50.0,0.0,9.900000000000034,62.5
2022-03-10 13:00:00,3.9,51,-120.0,0.0,15.600000000000025,34.3
2022-03-10 16:00:00,5.7,43,-180.0,0.0,16.100000000000023,35.0
2022-03-10 19:00:00,2.8,53,-330.0,0.0,13.300000000000011,70.1
2022-03-10 22:00:00,2.3,60,-480.0,0.0,11.200000000000044,71.2
2022-03-11 01:00:00,1.2,69,-680.0,0.0,8.700000000000045,51.5
2022-03-11 04:00:00,3.0,72,-840.0,0.0,8.5,22.5
2022-03-11 07:00:00,2.5,83,-1000.0,0.0,6.7000000000000455,51.3
2022-03-11 10:00:00,5.1,66,-1160.0,0.0,10.800000000000011,38.2
2022-03-11 13:00:00,6.1,71,-980.0,0.4,12.100000000000025,35.4
2022-03-11 16:00:00,8.6,78,-800.0,1.4,11.300000000000011,34.9
2022-03-11 19:00:00,3.9,87,-630.0,5.0,10.100000000000025,53.6
2022-03-11 22:00:00,3.5,87,-370.0,5.0,9.300000000000011,32.3
2022-03-12 01:00:00,3.2,89,-80.0,5.0,7.900000000000034,24.1
2022-03-12 04:00:00,3.2,93,180.0,5.0,6.600000000000023,20.7
2022-03-12 07:00:00,2.5,96,390.0,5.0,5.300000000000011,37.2
2022-03-12 10:00:00,3.5,91,690.0,5.0,7.700000000000045,47.3
2022-03-12 13:00:00,3.5,84,620.0,4.8,9.900000000000034,31.9
2022-03-12 16:00:00,6.0,83,450.0,3.8,9.0,23.5
2022-03-12 19:00:00,4.9,78,300.0,0.2,9.0,31.3
2022-03-12 22:00:00,5.6,86,10.0,0.4,8.300000000000011,27.9
2022-03-13 01:00:00,3.8,86,-120.0,0.4,8.400000000000034,22.7
2022-03-13 04:00:00,3.4,82,-370.0,0.4,7.600000000000023,18.1
2022-03-13 07:00:00,2.8,76,-450.0,0.4,7.600000000000023,25.8
2022-03-13 10:00:00,5.8,61,-620.0,0.4,11.100000000000025,20.2
2022-03-13 13:00:00,5.7,66,-580.0,0.4,10.700000000000044,22.8
2022-03-13 16:00:00,5.0,82,-340.0,1.0,9.900000000000034,25.6
2022-03-13 19:00:00,2.8,94,-50.0,2.6,7.700000000000045,36.5
2022-03-13 22:00:00,3.8,93,410.0,2.4,7.5,26.2
2022-03-14 01:00:00,2.6,94,760.0,2.4,6.400000000000034,16.8
2022-03-14 04:00:00,1.6,91,1150.0,2.4,5.900000000000034,19.0
2022-03-14 07:00:00,0.9,95,1400.0,2.4,4.100000000000023,59.5
2022-03-14 10:00:00,2.6,85,1690.0,2.4,7.700000000000045,56.9
2022-03-14 13:00:00,2.8,61,1700.0,2.2,13.100000000000025,30.5
2022-03-14 16:00:00,2.6,50,1560.0,1.6,14.300000000000011,29.6
2022-03-14 19:00:00,4.1,57,1340.0,-0.1,12.0,51.3
2022-03-14 22:00:00,3.1,69,1000.0,0.0,9.700000000000044,32.6
2022-03-15 01:00:00,2.8,74,570.0,0.0,8.700000000000045,27.3
2022-03-15 04:00:00,1.5,85,150.0,0.2,8.5,23.4
2022-03-15 07:00:00,1.1,96,-180.0,1.0,8.800000000000011,54.3
2022-03-15 10:00:00,1.1,98,-440.0,3.8,9.100000000000025,79.4
2022-03-15 13:00:00,2.4,98,-530.0,4.4,9.800000000000011,
2022-03-15 16:00:00,2.6,95,-550.0,4.4,10.900000000000034,60.4
2022-03-15 19:00:00,2.1,93,-500.0,4.4,11.200000000000044,51.7
2022-03-15 22:00:00,2.2,95,-480.0,4.4,10.300000000000011,34.3
2022-03-16 01:00:00,1.5,96,-400.0,4.4,9.600000000000025,24.8
2022-03-16 04:00:00,1.4,96,-330.0,4.2,8.900000000000034,17.5
2022-03-16 07:00:00,0.6,98,-270.0,3.4,8.100000000000023,49.4
2022-03-16 10:00:00,0.6,97,-250.0,0.6,8.800000000000011,52.4
2022-03-16 13:00:00,1.9,84,-270.0,0.0,12.100000000000025,54.7
2022-03-16 16:00:00,2.5,78,-210.0,0.0,13.600000000000025,45.3
2022-03-16 19:00:00,2.8,80,-270.0,0.0,12.600000000000025,54.2
2022-03-16 22:00:00,3.6,85,-90.0,0.0,12.300000000000011,19.1
2022-03-17 01:00:00,3.4,78,180.0,0.0,10.600000000000025,11.9
2022-03-17 04:00:00,4.9,82,490.0,0.0,9.800000000000011,10.6
2022-03-17 07:00:00,5.2,79,780.0,0.0,8.300000000000011,24.8
2022-03-17 10:00:00,5.2,73,1060.0,0.0,8.0,34.1
2022-03-17 13:00:00,5.7,71,1330.0,0.0,8.5,29.3
2022-03-17 16:00:00,4.7,68,1420.0,0.0,8.800000000000011,29.8
2022-03-17 19:00:00,5.2,71,1580.0,0.0,7.700000000000045,46.1
2022-03-17 22:00:00,4.1,80,1600.0,0.0,6.900000000000034,47.8
2022-03-18 01:00:00,3.9,84,1380.0,0.0,6.2000000000000455,34.9
2022-03-18 04:00:00,3.8,84,1180.0,0.0,5.400000000000034,26.1
2022-03-18 07:00:00,4.7,81,1030.0,0.0,4.7000000000000455,51.6
2022-03-18 10:00:00,6.8,69,750.0,0.0,6.600000000000023,44.4
2022-03-18 13:00:00,8.1,37,530.0,0.0,12.700000000000044,39.4
2022-03-18 16:00:00,10.9,27,300.0,0.0,15.100000000000025,40.1
2022-03-18 19:00:00,6.9,32,150.0,0.0,13.700000000000044,51.3
2022-03-18 22:00:00,6.1,43,-20.0,0.0,9.800000000000011,57.5
2022-03-19 01:00:00,5.8,50,-110.0,0.0,8.100000000000023,37.0
2022-03-19 04:00:00,4.5,57,-230.0,0.0,6.0,25.8
2022-03-19 07:00:00,3.7,69,-370.0,0.0,4.600000000000023,35.0
2022-03-19 10:00:00,8.2,57,-440.0,0.0,10.0,20.6
2022-03-19 13:00:00,7.0,44,-520.0,0.0,14.100000000000025,19.3
2022-03-19 16:00:00,5.8,37,-630.0,0.0,15.900000000000034,43.0
2022-03-19 19:00:00,5.2,40,-730.0,0.0,13.700000000000044,55.7
2022-03-19 22:00:00,3.5,44,-840.0,0.0,10.5,33.0
2022-03-20 01:00:00,5.2,40,-820.0,0.0,7.600000000000023,30.5
2022-03-20 04:00:00,2.9,54,-840.0,0.0,4.800000000000011,26.2
2022-03-20 07:00:00,2.4,70,-860.0,0.0,2.900000000000034,29.1
2022-03-20 10:00:00,3.7,61,-760.0,0.0,7.5,37.8
2022-03-20 13:00:00,2.8,43,-620.0,0.0,10.200000000000044,21.6
2022-03-20 16:00:00,3.3,37,-400.0,0.0,12.300000000000011,26.4
2022-03-20 19:00:00,2.6,57,-220.0,0.0,9.0,53.8
2022-03-20 22:00:00,1.4,68,-70.0,0.0,7.5,54.0
2022-03-21 01:00:00,0.9,78,0.0,0.0,6.100000000000023,36.5
2022-03-21 04:00:00,0.6,82,110.0,0.0,5.900000000000034,39.2
2022-03-21 07:00:00,0.5,85,250.0,0.0,6.2000000000000455,54.5
2022-03-21 10:00:00,2.3,61,280.0,0.0,12.200000000000044,61.9
2022-03-21 13:00:00,5.4,49,170.0,0.0,16.400000000000034,26.4
2022-03-21 16:00:00,4.1,46,140.0,0.0,18.5,35.0
2022-03-21 19:00:00,3.0,54,70.0,0.0,15.5,62.3
2022-03-21 22:00:00,2.2,66,80.0,0.0,12.200000000000044,74.8
2022-03-22 01:00:00,1.3,68,80.0,0.0,10.5,66.8
2022-03-22 04:00:00,1.1,67,120.0,0.0,8.600000000000023,34.4
2022-03-22 07:00:00,1.9,73,120.0,0.0,7.0,69.1
2022-03-22 10:00:00,5.9,38,100.0,0.0,12.300000000000011,56.2
2022-03-22 13:00:00,4.2,35,110.0,0.0,16.400000000000034,35.0
2022-03-22 16:00:00,6.7,31,50.0,0.0,17.900000000000034,30.3
2022-03-22 19:00:00,3.6,41,50.0,0.0,15.300000000000011,65.6
2022-03-22 22:00:00,2.5,56,60.0,0.0,11.200000000000044,62.9
2022-03-23 01:00:00,1.2,62,60.0,0.0,8.5,57.3
2022-03-23 04:00:00,0.8,62,60.0,0.0,6.800000000000011,26.7
2022-03-23 07:00:00,1.0,82,60.0,0.0,3.7000000000000455,90.8
2022-03-23 10:00:00,1.8,48,80.0,0.0,12.100000000000025,83.7
2022-03-23 13:00:00,2.4,32,80.0,0.0,17.400000000000034,49.3
2022-03-23 16:00:00,4.2,32,90.0,0.0,18.0,38.5
2022-03-23 19:00:00,2.7,34,70.0,0.0,15.400000000000034,80.3
2022-03-23 22:00:00,2.4,43,20.0,0.0,11.300000000000011,118.6
2022-03-24 01:00:00,1.4,44,-30.0,0.0,10.800000000000011,92.8
2022-03-24 04:00:00,0.0,62,-110.0,0.0,5.800000000000011,46.8
2022-03-24 07:00:00,1.3,71,-200.0,0.0,5.100000000000023,101.4
2022-03-24 10:00:00,1.1,47,-240.0,0.0,13.300000000000011,119.3
2022-03-24 13:00:00,3.9,32,-220.0,0.0,19.30000000000001,55.8
2022-03-24 16:00:00,2.3,31,-230.0,0.0,20.100000000000023,66.3
2022-03-24 19:00:00,2.5,31,-220.0,0.0,17.700000000000045,109.8
2022-03-24 22:00:00,3.2,43,-190.0,0.0,13.400000000000034,78.7
2022-03-25 01:00:00,3.5,47,-100.0,0.0,11.0,56.0
2022-03-25 04:00:00,3.2,49,-80.0,0.0,9.5,32.8
2022-03-25 07:00:00,1.8,58,-60.0,0.0,7.2000000000000455,83.6
2022-03-25 10:00:00,4.6,44,-20.0,0.0,12.700000000000044,79.1
2022-03-25 13:00:00,5.6,31,0.0,0.0,18.0,57.3
2022-03-25 16:00:00,5.7,25,20.0,0.0,18.80000000000001,60.3
2022-03-25 19:00:00,5.8,30,40.0,0.0,16.600000000000023,81.7
2022-03-25 22:00:00,4.8,45,30.0,0.0,13.0,54.3
2022-03-26 01:00:00,4.9,51,-10.0,0.0,10.900000000000034,38.6
2022-03-26 04:00:00,3.8,59,-20.0,0.0,8.800000000000011,33.1
2022-03-26 07:00:00,2.2,61,0.0,0.0,7.900000000000034,47.3
2022-03-26 10:00:00,4.3,48,-10.0,0.0,12.700000000000044,54.5
2022-03-26 13:00:00,6.8,30,-20.0,0.0,18.30000000000001,32.1
2022-03-26 16:00:00,6.9,29,10.0,0.0,18.600000000000023,40.3
2022-03-26 19:00:00,4.7,26,-10.0,0.0,17.0,66.3
2022-03-26 22:00:00,4.2,37,10.0,0.0,13.100000000000025,72.3
2022-03-27 01:00:00,4.0,54,40.0,0.0,10.5,60.8
2022-03-27 05:00:00,3.1,63,40.0,0.0,9.400000000000034,32.4
2022-03-27 08:00:00,2.7,71,40.0,0.0,8.200000000000045,43.0
2022-03-27 11:00:00,3.7,56,-10.0,0.0,13.200000000000044,38.7
2022-03-27 14:00:00,3.9,42,-10.0,0.0,18.100000000000023,32.3
2022-03-27 17:00:00,3.9,31,-50.0,0.0,20.700000000000045,51.9
2022-03-27 20:00:00,1.5,26,-50.0,0.0,18.30000000000001,102.7
2022-03-27 23:00:00,0.9,50,-80.0,0.0,11.600000000000025,88.5
2022-03-28 02:00:00,0.7,61,-180.0,0.0,8.600000000000023,36.7
2022-03-28 05:00:00,0.8,74,-260.0,0.0,7.0,52.6
2022-03-28 08:00:00,0.0,85,-360.0,0.0,6.100000000000023,74.3
2022-03-28 11:00:00,1.7,63,-470.0,0.0,14.100000000000025,100.5
2022-03-28 14:00:00,1.9,31,-590.0,0.0,20.700000000000045,58.4
2022-03-28 17:00:00,1.3,27,-700.0,0.0,20.900000000000038,66.1
2022-03-28 20:00:00,2.2,26,-900.0,0.0,18.5,52.6
2022-03-28 23:00:00,2.6,40,-1040.0,0.0,15.600000000000025,42.1
2022-03-29 02:00:00,1.7,51,-1150.0,0.0,13.200000000000044,24.1
2022-03-29 05:00:00,1.8,49,-1280.0,0.0,12.5,60.3
2022-03-29 08:00:00,2.0,54,-1310.0,0.0,11.800000000000011,99.3
2022-03-29 11:00:00,3.2,50,-1320.0,-0.1,14.200000000000044,81.4
2022-03-29 14:00:00,1.5,40,-1280.0,-0.1,18.100000000000023,54.3
2022-03-29 17:00:00,2.0,72,-1090.0,0.2,14.0,42.2
2022-03-29 20:00:00,3.1,79,-1020.0,0.2,12.600000000000025,47.2
2022-03-29 23:00:00,0.6,82,-960.0,0.2,11.300000000000011,35.8
2022-03-30 02:00:00,0.7,92,-880.0,0.6,9.900000000000034,35.0
2022-03-30 05:00:00,1.0,98,-790.0,0.6,9.100000000000025,35.7
2022-03-30 08:00:00,0.6,98,-780.0,1.4,9.600000000000025,64.5
